rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase,review_length,emotion,topic
1,Requiere mas investigación,"No lo compre por Amazon, fui directo a la tienda en un centro comercial de Illinois.<br />Soy mujer de 56 años, buena piel, gracias a buenos genes, sin embargo no significa que no deba cuidarme, si lo hago. Quise probar la linea de esta marca, compre la crema de Dia, de Noche y el Facial Peel Microdermabracion.<br />Lo bueno: excelente presentación, no causa alergia, un aroma muy sutil, casi imperseptible, buena textura.<br />Lo malo: requiere profundizar en la investigación, realmente no nutre ni hidrata, se siente muy reseca una vez aplicada, principalmente la crema de dia, debo complementarlo con otra crema o un aceite hidratante, y el Peel microdermabracion no hace absolutamente nada, es un gel que no funciona. Ya tengo poco mas de un mes usandolo y la verdad, estoy pensando en descartarlo y comprarme otras cremas de las que ya conozco. Lastima que no retornan el dinero. No voy a decirle a nadie que debe hacer, si quieren comprarlo, haganlo y experimenten, pero estoy 100% segura que perderan el dinero, mi hija tambien lo compro y me dijo exactamente lo mismo. Considero que desperdicie mucho dinero por unos productos que solo son bonitos. Por favor, profundicen en la investigacion del producto. Suerte",[],B07QMJFHJ1,B07QMJFHJ1,AFVWDCH2JSWRNPMTVVQHLF7QBNSA,2023-01-24 04:47:56.995,0,False,204,neutral,6
1,I don’t like them.  Difficult to use,Doesn’t get under the mail for me,[],B091T4XZKZ,B091T4XZKZ,AHTSYNESEOXLIWQNN3OSL5TEPUNQ,2022-04-20 16:54:04.495,0,True,7,sadness,27
1,👎🏼,Not what I expected it,[],B078BC3XDT,B08FYBSFPR,AFPPZFG4MG5UJPMETHBI3ALGZLPQ,2020-08-14 15:19:47.240,0,True,5,surprise,85
1,A spoon is sharper,These razors are painful to use. A spoon is sharper than these razors.,[],B07BSBYJJQ,B07BSBYJJQ,AEAGX5O3XGOWNPRATRKXJM2Y5MJA,2018-12-22 23:13:38.772,0,True,13,disgust,36
1,Don't waste your money,No smell it's like water don't waste your time and money,[],B06XYYVSF5,B06XYYVSF5,AHLDEUESFXPGZNOYA72UCR7RMZHQ,2022-10-31 18:49:31.359,0,True,11,disgust,9
1,I tested a small splash on my hands and I really just didn't like the smell,"No issues with shipping, packaging, etc. The product arrived new and in expected condition.<br />This product to me was very medicinal smelling and I just couldn't bring myself to use it. I tested a small splash on my hands and I really just didn't like the smell. I can see how others may like this product but smell is very subjective. Very glad it was inexpensive. I passed along this new bottle hoping a friend would like it more than I did. As a reference point I didn't like the Clubman Osage Rub scent either. It was different than the FL Water, but both to me were medicinal and I would rather go without aftershave than to use either product.",[],B001JKN0HK,B0C1ND3FVR,AFEG6G655XX6VOY3UWQ2HOWNNUVQ,2014-10-17 22:38:36.000,1,True,120,joy,-1
1,"disappointed, they look wet, used, and have a lot of fall out. Not like the picture ):",I’m so sad with how these arrived. They almost look used and wet? There is a lot of fall out from the lashes as well and they are all curling in every direction and do not look out together like the picture advertised. I really wanted to like these and was so excited for them to arrive so I’m really disappointed with how the product actually looks,"[{'small_image_url': 'https://m.media-amazon.com/images/I/71VcNkSOb5L._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71VcNkSOb5L._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71VcNkSOb5L._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B0C1B5H35X,B0C4XVMFJY,AHX4BS6WJLWZADEQVASTZB7Z27JQ,2023-06-07 01:20:04.245,7,True,67,sadness,13
1,Damaged and leaking,Package came damaged,"[{'small_image_url': 'https://m.media-amazon.com/images/I/614Wq68RpnL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/614Wq68RpnL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/614Wq68RpnL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/614Wq68RpnL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/614Wq68RpnL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/614Wq68RpnL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/617LxhKSnuL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/617LxhKSnuL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/617LxhKSnuL._SL1600_.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://m.media-amazon.com/images/I/71+iQNBKyyL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71+iQNBKyyL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71+iQNBKyyL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09WSVFSGJ,B09WSVFSGJ,AHQN6COCKK2WCO455HLWILUDGLIA,2022-12-04 20:38:54.568,0,True,3,sadness,8
1,Really bad electric shaver,"I have been using electric shavers for 35 years and this is hands down the poorest electric shaver I have ever used. The motor is very weak and turns the blades slowly. The build quality, shave and feel of this shaver is very much like one of those little travel shavers that runs on AA batteries. In fact I have one of those that gives a much better shave than this Norelco. This Norelco also will leave you with a face full of nicks and cuts. Avoid this shaver.",[],B000FEGUIM,B000FEGUIM,AF5S4USUHFX2CQZF3HSCSXELP64Q,2008-06-03 13:25:14.000,1,False,89,neutral,4
1,It was not cut correctly..some was long and some was short ..it was aweful,It wasn’t cut symmetrical it was long on one side and short on the other!!,[],B08YD3TYHR,B08YD3TYHR,AHJ6OEFCKJA7PKMC7ZJRYSFQCMAA,2021-12-20 21:08:06.915,0,True,15,surprise,36
1,Size,So large it doesn’t fit my head and it’s not blonde it light brown need to return it,[],B07ML6F4D9,B07ML6F4D9,AHT4SVTWCS27VRJNVYFYHGPD744Q,2019-09-21 11:04:44.424,0,True,18,sadness,35
1,Don't buy too thin,No hair it's super thin and not a good fit. Spend your money on a higher quality piece.,[],B07YYBD5F5,B07YYBD5F5,AHAXO2Z53OYYRF3FKO2XIGSQK53A,2019-12-27 00:33:49.118,0,True,18,neutral,142
1,Too greasy,"This product is extremely greasy. Very inconvenient that it has to be applied to damp hair.<br />Good communication with company, though",[],B07C67F7MG,B07C67F7MG,AETDCLZ3O65S5XTAQ5QW4BVCE5LQ,2021-11-08 21:34:37.295,0,True,21,neutral,100
1,Disappointing,"I've heard great things about this diffuser so I bought it twice.  The first time I used it twice and it fell apart.  This time, the middle was already coming apart from the outer portion.  I still have it on my dresser trying to figure out if I should glue it myself and keep it or just return it like the last one.",[],B019GBG0IE,B019GBG0IE,AGTX6XZBMIV7WOYIVHZMOCUPTDJA,2019-01-07 19:08:50.392,0,True,63,surprise,115
1,Greatly disappointed ☹️,"The product was watered down.<br />I wanted to use it for my diffuser, I have to use sooo much of it to permeate throughout this small apartment.",[],B084F1TZ26,B084F1TZ26,AEVTGGSUL2K6XNSCIHIYDKKJ4IAQ,2020-04-27 21:24:32.868,0,True,27,neutral,-1
1,Stopped working after a week,It stopped working after one week.  I’ve used it before but will not buy it again company does not back product,[],B07C533XCW,B07C533XCW,AHAP5XDA4UJVDQ364S2TRGB5CX3Q,2021-11-11 23:02:46.879,0,True,21,sadness,5
1,"Not Moisturizing, Weird Flavor","This is a waste of money - I bought this because of the rave reviews, and I wanted a super moisturizing lip balm with a tint. It dried out my lips, and has a crayon taste. The tinted color is barely visible and disappears quickly. I wouldn't recommend this to anyone.",[],B087RNKQ7J,B087RNKQ7J,AHOUDNCYCY4PQEBPDUJJRGFJ7LIA,2021-02-17 18:55:56.849,0,True,51,disgust,12
1,the worst,Terrible hair is a tangled mess doesn't even lay on your head just keeps getting matted up. STAY CLEAR FROM THIS HAIR,[],B08W2CQ93Z,B08W2CQ93Z,AG5LI75N3QTAUEJRYYIHR5EE3V4A,2021-04-18 02:47:38.427,0,True,22,disgust,-1
1,Not what the picture shows,Can’t believe I didn’t read reviews. Was wanting multiple colors. Got 4 yellow. 4 purple. 4 green.<br />Ridiculous,"[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71XKZsb6KEL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71XKZsb6KEL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71XKZsb6KEL.jpg', 'attachment_type': 'IMAGE'}]",B0747MRD5M,B0747MRD5M,AH43FEPZA7EB7HFPRHLKJSASS2NQ,2020-06-16 16:47:26.254,0,True,18,surprise,2
1,LIPSTICK SUCKS!,I’m struggling to get the color on the lipstick evenly on my lips it almost feels watery…. And the purple goes on in little streaks so u have to blend it out with the lipstick 🙄 my lips do look a strong shade of pink after but it’s almost uneven!! WILL NOT BUY AGAIN! PERIOD,[],B09ZD2CPMM,B09ZD2CPMM,AE755X25KSLGVOECBNCGGES2IQJQ,2022-08-04 08:50:07.736,0,True,55,sadness,12
1,Not good,"I’m returning this mascara it is very hard to remove, it does smear and it irritates eyes. I would not recommend if you are used to formulas for sensitivity",[],B08TCBP8HV,B08TCBP8HV,AHMCSPQXOWLCO2SQ2QWFWHJSGGKA,2021-05-30 14:27:58.587,0,False,29,anger,32
1,No me gustaron,"no me gustaron. Son super duras, se ven y se sienten falsas. No se ven para nada naturales.",[],B08FBRRYS6,B08FBRRYS6,AHEJQ4CPSHAQNTHL4BCVCAPZ7YWA,2020-10-04 20:38:46.769,0,False,18,neutral,6
1,Kit received not the same as pic and description,The kit I received did not have the cuticle nippers as advertised and as shown on the listing.  I received an angled nail cutter which I don't use.  I specifically got this set for the cuticle nippers!,[],B019FT4Q06,B019FT4Q06,AFXF2XHMI6QNIJE6VHSLNSAZDJDQ,2017-08-08 20:19:48.272,0,False,37,surprise,-1
1,Arrived with broken shells,Item arrived with broken shells. Pieces were in the package before I even opened the envelope.,[],B07L2D73Q5,B07L2D73Q5,AHLDGDCFF6ORFDIQOFARH6T33NUA,2020-04-12 03:53:27.693,0,True,16,disgust,8
1,did not receive the colors I ordered.  :(,"The polish goes on ok, not too thick or thin.  I just used it, so I do not know how long it will last.  Bottles are mini-sized.  Very disappointed because I did not receive the colors that I ordered, but it does not pay to go through the hassle of returning it.  The instructions are in Chinese.<br />Update:  I soaked my nails in hot water way longer than 5 minutes.  Was VERY difficult to get off, which is why I bought the product in the first place.  I had to scrape it off; would not peel off.  Would not buy it again.",[],B08DNQD9NF,B08DNQD9NF,AGJM2UMF4ETLC62OX5E5YZBPNZYQ,2020-09-02 17:21:41.681,0,True,102,sadness,0
1,Did not fit,It was advertised as fitting a man and it didn't. Very frustrating.,[],B077GSCC6T,B077GT1PSN,AG5O7KK4XW5RJEQ2KYRM5TQIMLRA,2020-10-31 18:49:19.032,0,True,12,sadness,90
1,Do not buy,When I opened for the first time the magnetic eyeliner was dry! Do not waste your money on this.,[],B095SCTCHC,B095SCTCHC,AGZBSZIGPW34IXTNJXPGNCFCA64A,2022-09-06 03:39:09.921,0,False,19,anger,14
1,Dried out!,"When I received them, they were dry!",[],B081JYS7QJ,B081JYS7QJ,AEJSCMIVC6465SFP3WR6ICUSLPLQ,2020-02-04 01:23:19.011,0,True,7,surprise,-1
1,Sprayer broke after two haircuts.,"Already broke, sprayer won’t spray anymore, just leaks.",[],B07C533XCW,B07C533XCW,AGLPW77XXLRIH37KOTI5R25QQ5RA,2019-11-26 11:31:01.447,1,True,8,neutral,18
1,Not as easy as it looks,I’m going through cancer and lost my eye brows. Thought this would be great but it’s actually terrible. Not super user friendly. Good chance you’ll walk around all day with crooked eyebrows,[],B09BVLRW1C,B09BVLRW1C,AF7LZULF2N6U3UCVKPKR37PEQB2A,2021-11-20 14:50:37.232,0,True,32,fear,77
1,Misleading!!,"Ok I don’t ever write review but for this was a must. First off material it says metal, it is not metal the little hair clip is metal but the butterfly itself is like a thick piece of paper. I spent $10 on a piece of paper I could have printed myself with a hair clip I could have taken off of my kids bows so it would have not cost me a thing. False advertising don’t waste your money like at all",[],B094Y32T7X,B094Y32T7X,AEUIFUQP4EBWTAIYAJZKR4DQEGFA,2021-10-09 00:45:47.464,7,True,83,neutral,3
1,Fake product,"FAKE. Do not buy. The color is lighter than the real product, consistency is off and has a chemical smell to it that is way different than the real products smell. If you look close you can tell they tried to mimic the packaging but the kid is a darker purple and the sticker on the bottom is completely different compared to the real product. Also you can not return it.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61JAL5yY9eL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61JAL5yY9eL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61JAL5yY9eL.jpg', 'attachment_type': 'IMAGE'}, {'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71wXtlFHdIL._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71wXtlFHdIL._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/71wXtlFHdIL.jpg', 'attachment_type': 'IMAGE'}]",B00TUPJQUG,B07JHHJXMG,AG32CK7V4AI3ZUEQQIUWZTJKDWKQ,2020-05-14 20:42:14.458,89,True,71,disgust,16
1,Too thin,Thin and wig cap shows in the front.,[],B07JRD7GS2,B07JRD7GS2,AEHPW5FOF7E5XIPICAJVL6WBOMZQ,2020-11-12 05:24:29.192,0,True,8,neutral,3
1,Rips out hair,There’s a crack in the metal that tangles hair strands and even if you try to take your hair out gently from the clip it rips out multiple<br />strands.Don’t buy these.,[],B074TCHT5B,B07T7TYRX1,AH2DZME2O5VBRXBSIZ4WOFOSEO2Q,2021-12-14 06:24:28.758,0,True,31,neutral,11
1,Not for me,Did not expect low power and creates a mess when in use.,[],B078B92PF5,B078W6XC3C,AEDG36YHHLVTHIOLO7SUM3GKEAMA,2018-08-01 02:35:38.416,1,True,12,neutral,5
1,Not what I was hoping for,It was nothing like I ordered it was way too short. May try again in another length.,[],B07P7FNJB8,B07P7FNJB8,AEBTKBNCFQICNSUZPRPUOYXXHSGA,2020-03-15 05:46:17.710,1,True,17,neutral,143
1,No good,No good,[],B077VYNBJ2,B077VYNBJ2,AGMW3VPARFHFJXF4Q3HM6TTP3Q6Q,2019-07-17 17:27:02.978,0,True,2,sadness,91
1,"Bad product, bad service",Didn't stick well. Requested for rerurn but never heard back from the seller.  DO NOT BUY!,[],B00BN1MOTU,B00BN1MOTU,AFAVUIHZTOZYOAT4P5VBAV33OITA,2019-11-03 04:34:14.826,0,True,16,sadness,31
1,Awful,"I think this is 5% lotion and 95% water!!! Must be a fake seller. This product was awful!!! Had no smell, rubbed on very funny feelings.",[],B081D6ZKH9,B081D6ZKH9,AGTE3OZDSJBKDIQBWH2CKN6ZTTHA,2020-07-15 16:25:06.174,0,True,26,disgust,83
1,Skip this product bad quality hair!,After installing this hair it started shedding awfully bad. It says unprocessed but once it was processed it began to shed by the handfuls. I initially thought I had a great product and I've been wearing a weave for years and I am a licensed master cosmetologist that knows how to process hair.  So this hair was beautiful to look and feel but once processed there was severe shedding. So I came back to edit my initial review of this product to save someone else from buying what seems to beautiful hair turn into merely thins wets drastically once processed.,[],B01N7605RY,B01N7605RY,AEOAA3UOINNRYG33JFY44P44LVTQ,2018-05-16 19:05:05.744,1,True,100,neutral,46
1,Absolute junk,Absolute junk charged then never did anything else.  Don’t waste your cash!!!,[],B01EU0D7L4,B01EU0D7L4,AGI3D5DGLIQMFMIBXCWEM7XURDHQ,2017-12-27 18:38:34.625,0,True,12,anger,5
1,Waste of money!,"No star on this product. This is not a cotton for any type of skin care at all. I’m very disappointed, very bad quality and Will never order this again.","[{'small_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61P9BhCzV3L._SL256_.jpg', 'medium_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61P9BhCzV3L._SL800_.jpg', 'large_image_url': 'https://images-na.ssl-images-amazon.com/images/I/61P9BhCzV3L.jpg', 'attachment_type': 'IMAGE'}]",B079CW539Y,B079CW539Y,AHCTX3LVARFA3SJRS4BOKRVYGHIA,2019-01-08 01:36:09.652,5,True,30,sadness,51
1,"too small for a normal adult neck, flimsy material ...","too small for a normal adult neck, flimsy material and did not self heat. If I could give 0 stars i would",[],B01CDUH3XG,B01CDUH3XG,AFN7CETEODYJLYGFXJDIRTIDRYCA,2017-01-02 18:30:08.000,0,True,22,neutral,-1
1,Meh...they don't work for me. I wouldn't recommend,The hair is nice but the clips are really big and visible and the blonde color doesn't blend. I can't use these. And I'm not sure if they are refundable.,[],B08S34XJBD,B08S34XJBD,AHSUTI7SWFDFXT4NSZ2YC3S33DEA,2021-06-28 23:44:04.652,0,True,30,neutral,11
1,One Star,They look cheap!,[],B00ERMY0WG,B00ERMY0WG,AFCZR4BERGIMMJWAYE3S5BCG3EUQ,2017-05-21 10:46:30.000,0,True,3,surprise,22
1,Weak adhesive and the color is closer to an off-white.,The actual product is lighter in color and thicker plastic.  The adhesive does not last all day and will slip by the late afternoon.<br /><br />It is easy to apply and will disappear with a pencil eyeliner and shadow applied over it.<br /><br />I've tried similar stickers that look like this and this one has the weakest adhesive.,[],B074SB9R9B,B074SB9R9B,AFRQP5TMEHTSVYCSYRTZZ5ABUGFQ,2018-07-07 23:20:20.236,0,True,58,neutral,-1
1,no funciona,no es semipermanente como se describe,[],B07CWL2MFQ,B07CWL2MFQ,AG6MDBPDJUW5SANZTZKZCA2LSRYA,2020-04-01 20:03:35.851,0,True,6,neutral,6
1,Not worth the price,Not as good as I thought I would be,[],B07HRNMWYS,B07HRNMWYS,AFHMZSFPME5ZWKV2VBFJ7BZZG3JQ,2020-01-13 19:44:44.297,0,True,9,sadness,91
1,This is not polygel,"I picked one of the most expensive polygel I could find because I bought a cheap generic one and it worked awesome. So I figured if the cheap one was so awesome, the expensive one most be amazing! Nope. This is NOT polygel!! This is builder gel at best, only in a tube to make it appear to be polygel. On top of that!! It's not even a good builder gel! It feels almost like rubber after its cured and after wasting 3 hours trying to apply a full set as if it was polygel, I finally just used sticker nail forms and sculpted my nails. Only went through with it because I had already prepped my nails and had to go to work so there was no turning back. However, I didn't even make it through a whole hour during my shift before my Nails started popping off! I didn't even feel them come off! That's how weak this gel is. Please don't waste your time or money. I would give zero stars if I could.",[],B07C572FJK,B07C572FJK,AELOD66XNBN6LNDA677TCBDCMB5Q,2018-05-05 02:55:03.800,5,True,177,surprise,0
1,Got stuck in my hair!,The worst!,[],B0893R6TD9,B0893R6TD9,AFEBNPTMLPB7ORGTOMM7UKFWPB7Q,2021-01-02 23:46:49.261,1,True,2,disgust,65
1,DONT BE FOOLED,"DO NOT BUY. I got this stuff for my birthday and was so excited because I've never really had a specific stretching moisturizer. I have had stretched ears up to 7/8 and never had problems, I decided recently to re stretch my earlobes and they were doing just fine. I started to use this, and it was great at first!.... BUT after a week or less of using your ears will get extremely dry. I feel like this balm creates a dependency on your earlobes. It caused my ear to blow out because it made it so dry and cracked. There is no other possible reason for my ears not being able to heal after 3 weeks of having the same plugs in than this balm. Do not buy",[],B005BZQHEC,B005BZQHEC,AHUI57XCZBKTJR6MV6ZJZEYODQGA,2015-09-05 16:13:14.000,1,False,129,neutral,161
1,Say no to this awful vino color,Overpriced on here and the color was an unflattering burnt flat berry. By flat I mean no depth and it seemed to crack easier than the other color I purchased from this collection.,[],B013GOZAGU,B013GOZAGU,AEYYN2W5Y5HPTCM6XQJMLUUQN6UA,2016-01-25 06:14:33.000,1,True,33,disgust,2
1,Doesn't moisturize.,"Yes, I thought it was the Perfect Serum that I had previously ordered or at least similar. It wasn't. No moisture at all. 🚫",[],B08XTJSXD3,B08XTJSXD3,AH7RWWXXNXIXKLSVW3XLC6T33TDA,2021-05-18 17:23:13.956,1,True,24,neutral,137
1,Didn't like. Not what I expected,Didn't like.  Not what I expected.,[],B01IIJDUVK,B01IIJDUVK,AEZI4GJUPMI4XIATRQN6H5PGNSTQ,2017-07-19 17:54:37.242,0,True,6,sadness,-1
1,Not as advertised...,"Does not work as advertised,  you are better off with the store brand clay mask.",[],B08X99HYP8,B08X99HYP8,AFLZADQ2EFPUYHZEZ3TSCVNDQUMQ,2021-08-01 06:34:43.460,0,True,15,sadness,24
1,This hair tangled and matted to my head by the next day ..,I loved the color but the hair quality was not good it matted and tangled by the end of the day and shedded a lot when combed or brushed,[],B092YLF3PJ,B092YLF3PJ,AHELH7TSFZHT6JPDNLACIGNGLFNQ,2021-06-24 05:38:30.033,0,True,29,neutral,110
1,One Star,"Worst product, worthless, waste of money.",[],B00011JN5G,B00011JN5G,AHFFHNUQ2AHY7FQXORKFVIKIHUSA,2015-04-29 01:31:37.000,1,True,6,disgust,-1
1,Find a different product,These bottles suck. The stream doesn’t work. Waste of money.,[],B071GQNN4G,B071GQNN4G,AEDXTAWEIQLCNU3LKPIMRTQQNEUA,2020-11-19 02:36:17.987,0,True,10,disgust,-1
1,Wrong product shipped,"Product ordered was American Bantex by Roscoe Medical. Product shipped was Medline. I like American Bantex hoses, DONT LIKE MEDLINE FAT KINKY AND ALWAYS MEASURE SHORT OF ADVERTISED.  Won’t be ordering from NECommerce ever again",[],B004UTSRNY,B004UTSRNY,AEZ6VVR5VJBZQVG4AYDXBQS4B4GQ,2019-09-02 01:09:16.757,1,True,35,neutral,32
1,Only buy if u want to have brooms for lashes,Lashes were way to long. Had trouble opening my eyes because the lashes got caught on my eye lids.,[],B07BGY69KJ,B07BGY69KJ,AFILZVRVTOHRPE777VOUGYMU2H5Q,2018-12-20 00:37:33.400,0,False,19,sadness,13
1,Adjustment Broken within 30 Days,"Adjustment handle broken within the first 30 days.  Worked on it to get the seat raised to where I was not sitting almost on the floor, after a day it sunk to the lowest setting again.  Junk, Junk, Junk...",[],B012HKNIG8,B0B3RKFKB4,AETYW4G6LTPLWWNDNOFK5ABPRJEQ,2017-12-27 18:16:20.845,7,True,39,surprise,-1
1,One Star,"Advertise says assorted, I received 5 of the same!",[],B012L4EH92,B012L4EH92,AE7KJ4HKLKG27XYNFT6ISBEUKN5Q,2016-05-22 18:57:13.000,0,True,9,surprise,15
1,Nope,Would not bend or conform to a shape i could keep in my head for even 5 minutes. Silly product,[],B09533Q4T9,B09533Q4T9,AFEVXBNKKRL6DM5OKSTCXVRAB26Q,2022-02-01 03:40:27.873,0,True,20,disgust,7
1,Buyer Beware!,"I have never had sensitive teeth until I used this product. The 'Product Description' says the following:<br /><br />• Shorter wear time - 30 minutes, once a day<br />• Proven faster results1 for improved compliance<br />• Patented water-based 9% hydrogen peroxide gel<br />• 84% less wear time - for two-week treatment<br />• Superior whitening, avoids sensitivity<br />I wore this for 30 minutes for three days and my teeth are incredibly sensitive now. It did whiten my teeth slightly, but nothing is worth risking problems with ones teeth.  I usually buy the whitening syringes from my dentist and regret that I took a chance with this.",[],B007VP8GNK,B007VP8GNK,AFM653IIKRYPR4NHUKRSIXTU4SPQ,2016-04-21 17:08:33.000,1,True,105,neutral,1
1,Defective,"Some off the brushes came broken and also it has a strong chemical smell, the colors are cute at least.","[{'small_image_url': 'https://m.media-amazon.com/images/I/71W3bnaXEzL._SL256_.jpg', 'medium_image_url': 'https://m.media-amazon.com/images/I/71W3bnaXEzL._SL800_.jpg', 'large_image_url': 'https://m.media-amazon.com/images/I/71W3bnaXEzL._SL1600_.jpg', 'attachment_type': 'IMAGE'}]",B09NDLH7TF,B09NDLH7TF,AHIQCVV4WTCKFGUV7CX4ZI27ZFHQ,2022-04-21 03:43:00.497,0,False,20,joy,1
1,Do not buy,This Mints snuff is sticky hard and gets every where. I gave most of it away. I do not recommend this product.,[],B00BD5FEMK,B00BD5FEMK,AFPIT5IGPAB2RLKPCOIBSUW6LB7Q,2013-05-13 19:57:47.000,2,True,22,disgust,-1
